id,city,stateOrProvince,bathrooms,bedrooms,listPrice,livingArea,yearBuilt,propertySubType,listingCategory,numParkingSpaces,photoscount,grade
1639155,TAMPA,1001,1,2,279900,1244,1950,10,1,,33,awesome
1636675,Claremore,1019,2,3,153900,1509,2005,10,1,2,22,good
1635789,JACKSONVILLE,1001,2,3,124900,1250,2005,20,1,,17,good
1615338,Indianapolis,1010,3,5,159900,2192,1995,10,1,2,19,good
1604141,Las Vegas,1003,2,3,205000,1377,2002,10,1,,29,awesome
1601692,Gastonia,1014,2,3,142900,1158,1980,10,1,1,14,good
1590699,Stillwater,1019,2,4,214900,2148,2005,10,1,2,17,good
1577588,Omaha,1040,2,3,94900,1725,1972,10,1,2,13,good
1574787,Burleson,1005,2,3,194900,1681,1971,10,1,0,29,awesome
1569493,JACKSONVILLE,1001,2,3,1375,1623,2006,20,2,2,17,good
1568418,Los Alamitos,1008,3,4,1050000,3023,1969,10,1,2,67,good
1566094,CHICAGO,1022,3,3,2300,0,1993,10,2,2,29,awesome
1564361,Yorkville,1022,2,4,124900,1664,1876,10,1,1,32,good
1562743,Worcester,1039,2,4,299900,1980,1973,10,1,4,29,awesome
1559175,DAVENPORT,1001,2,3,214900,1782,2005,10,1,2,16,good
1552087,WASHINGTON,1050,2,2,3100,,1951,20,2,,28,awesome
1552078,POTOMAC,1047,4,5,3900,,1971,10,2,,28,awesome
1552070,BALTIMORE,1047,3,4,220000,,1955,10,1,,28,awesome
1552044,WASHINGTON,1050,3,2,2600,,1987,70,2,,28,awesome
1551926,POTOMAC,1047,3,4,845000,,1970,10,1,,28,awesome
1551728,BALTIMORE,1047,2,3,214900,,1940,10,1,,28,awesome
1544385,North Plainfield Boro,1032,1,3,1700,,1900,90,2,,8,good
1543795,East Orange City,1032,1,2,950,,1925,90,2,,8,good
1537705,Albuquerque,1038,3,3,189500,1440,1998,10,1,2,19,good
1537534,Grovetown,1013,2,4,165000,1791,1999,10,1,,21,good
1536926,NORTH FORT MYERS,1001,3,3,330000,2611,2014,10,1,2,21,good
1533257,Bridgeport,1022,3,3,140000,2280,2010,50,1,,29,awesome
1530471,West Columbia,1031,2,3,139900,1302,1968,10,1,,29,awesome
1529503,Charlotte,1014,2,3,299900,1007,1958,10,1,,29,good
1526465,Hixson,1035,2,3,159900,1626,1960,10,1,,24,good
1525138,Calera,1002,2,4,169900,,2006,10,1,,36,good
1522200,Scottsdale,1015,2,3,3500,1645,1994,70,2,,41,good
1521878,Chandler,1015,3,4,585000,3192,2007,10,1,,37,good
1521479,Sun City,1015,2,4,260000,2041,2007,10,1,,34,good
1521318,Phoenix,1015,3,4,619900,2489,1969,10,1,,42,good
1521021,North Augusta,1031,4,3,399900,2700,2017,10,1,2,37,good
1520844,Hereford,1015,2,3,186000,1860,1989,10,1,2,39,good
1516114,Akron,1018,1,3,74900,1008,1947,10,1,0,19,good
1513429,Sea Isle City,1032,1,2,625000,,,10,1,,24,good
1510247,Charleston,1031,2,4,625000,1850,1930,30,1,,15,good
1509515,Logan,1018,1,3,113900,1480,,10,1,0,15,good
1502569,Suffolk,1036,3,4,249900,2100,2018,10,1,,26,good
1498916,Colonie,1007,0,0,500,0,,10,1,0,0,bad
1492519,Leakesville,1020,2,3,110000,1675,1983,10,1,,42,good
1472711,Healdton,1019,2,3,48000,1169,1948,10,1,3,19,good
1466659,Dale,1033,1,2,105000,1260,1920,10,1,,20,good
1451222,Lynchburg,1036,3,3,129900,1280,1987,70,1,,28,awesome
1449737,ANNAPOLIS,1047,2,2,234900,,1998,20,1,,28,awesome
1439269,Coolidge,1015,1,4,109900,1300,1951,10,1,,1,bad
1435568,FAYETTEVILLE,1014,2,2,625,,,20,2,,8,good
1425096,Boca Raton,1001,2,3,499000,1779,1980,50,1,2,7,good
1417696,Gruver,1005,4,4,290000,3410,1982,10,1,3,17,good
1407177,Allen,1026,2,3,259900,1490,2000,10,1,2,30,awesome
1403831,Ithaca,1007,0,0,795000,,,50,1,2,9,good
1393029,Fairfield Bay,1009,2,3,264900,1874,1992,10,1,2,40,awesome
1391129,Glendale,1015,2,2,1000,864,1984,90,2,,7,good
1388735,Springfield,1018,3,4,199000,1460,1950,50,1,,55,good
1384804,St George,1048,3,3,540000,2956,1993,10,1,2,23,good
1379815,Greensboro,1014,1,3,229900,,1926,10,1,1,30,awesome
1379810,Greensboro,1014,3,4,279900,,1997,10,1,2,30,awesome
1379418,Kernersville,1014,3,4,174900,,1999,10,1,2,30,awesome
1379345,North Topsail Beach,1014,4,3,350000,1407,1980,10,1,,50,awesome
1379211,Lemoore,1008,2,5,279700,1915,1974,10,1,,57,awesome
1379054,TALLAHASSEE,1001,2,3,220000,2502,1983,10,1,3,36,awesome
1378910,TALLAHASSEE,1001,5,4,575000,2881,1993,10,1,2,36,good
1378845,CRAWFORDVILLE,1001,2,3,249900,1786,1972,50,1,2,33,awesome
1378436,Tucson,1015,4,4,399995,2846,2015,10,1,2,32,awesome
1378401,Tucson,1015,3,3,175000,1629,2004,10,1,2,41,awesome
1378236,Vail,1015,2,4,214999,1873,2003,10,1,2,42,awesome
1378132,Oro Valley,1015,2,4,324900,2308,1990,10,1,2,37,awesome
1378101,Sierra Vista,1015,2,3,205600,1504,2008,10,1,2,41,awesome
1378096,Sahuarita,1015,2,4,269900,1944,1998,10,1,2,44,awesome
1377026,Providence,1049,1,2,925,940,1900,60,2,,7,good
1372735,Wimberley,1005,12,4,724900,3068,2006,10,1,,45,awesome
1372683,Brigantine,1032,1,1,1100,,,60,2,,7,good
1367654,Spokane,1037,3,4,369900,3048,1958,10,1,,20,good
1357357,Queens,1007,1,0,1985,,2018,60,2,,7,good
1357160,Brooklyn,1007,1,1,2300,,2007,20,2,,7,good
1356516,New York,1007,1,2,2695,,,60,2,,7,good
1354076,New York,1007,1,1,4100,0,1983,60,2,,11,good
1338858,Ocala,1001,2,2,64900,1036,1984,20,1,,15,good
1328672,Denton,1005,3,4,1695,2312,2018,10,2,2,20,good
1328226,Rowlett,1005,3,3,2310,2692,2000,10,2,2,21,good
1318321,ST AUGUSTINE,1001,2,3,349900,1705,1988,10,1,,42,awesome
1318159,ORANGE PARK,1001,2,4,208000,1927,2005,10,1,,30,awesome
1318131,ORANGE PARK,1001,3,4,270000,2640,2010,10,1,,91,awesome
1317863,JACKSONVILLE,1001,1,1,775,750,1942,140,2,1,7,good
1316966,Flagstaff,1015,3,3,374000,1932,2006,70,1,2,30,awesome
1315417,Morro Bay,1008,0,0,489000,,1953,50,1,4,30,awesome
1313624,Falmouth,1021,3,4,519000,3600,2004,10,1,,35,awesome
1313035,Sanford,1021,2,3,219000,1166,1980,10,1,,30,awesome
1312210,Richmond,1021,2,3,287900,2205,1800,10,1,,35,awesome
1311913,Deer Isle,1021,5,3,230000,3434,1890,10,1,,34,awesome
1311191,Scarborough,1021,2,3,255000,1335,1972,10,1,,35,awesome
1310934,Newfield,1021,2,3,189900,1492,1989,10,1,,33,awesome
1308456,WORTH,1022,1,2,79900,800,,20,1,2,18,good
1308347,CHICAGO,1022,4,4,749000,0,1893,10,1,2,31,awesome
1307848,NAPERVILLE,1022,3,4,405000,2340,1988,10,1,2,31,awesome
1306327,CHICAGO,1022,0,5,355000,,1886,30,1,2,36,awesome
1306309,EAST DUNDEE,1022,3,3,304888,2850,1956,10,1,2,35,awesome
1306031,PALATINE,1022,1,2,124900,1064,1973,20,1,1,37,awesome
1306025,POSEN,1022,2,3,189900,0,2002,10,1,4,35,awesome
1305005,SKOKIE,1022,2,3,2100,1809,1956,10,2,1,28,awesome
1304736,Toms River,1032,2,3,214900,1756,1955,10,1,,28,awesome
1304438,Red Bank,1032,1,1,1500,,1976,50,2,0,28,awesome
1302769,Barrington,1049,3,3,499900,2665,2003,90,1,4,28,awesome
1301485,New Hyde Park,1007,3,6,769000,,1952,10,1,,20,good
1297461,Lincoln,1040,1,2,135900,1038,2004,70,1,2,28,awesome
1294686,SANFORD,1001,2,3,179000,1444,1984,10,1,1,9,good
1294674,ORLANDO,1001,3,4,639900,2834,1958,10,1,,28,awesome
1292775,ST PETERSBURG,1001,2,3,180000,1626,1970,10,1,2,28,awesome
1292764,ST PETERSBURG,1001,2,3,384500,1516,1979,10,1,2,28,awesome
1291505,LAKELAND,1001,2,3,149900,1523,1954,10,1,,28,awesome
1290412,DADE CITY,1001,3,4,199900,1891,2009,10,1,2,28,awesome
1285494,St Louis,1000,1,2,23000,850,1944,10,1,1,24,good
1280664,North Whitehall,1026,3,4,364900,3050,1986,10,1,3,43,awesome
1280288,Lower Macungie,1026,2,4,260000,1948,1964,10,1,2,50,awesome
1279603,Virginia Beach,1036,13,4,1550,,1986,10,2,,28,awesome
1279291,MANASSAS,1036,3,3,285000,,1974,70,1,,28,awesome
1273087,Austin,1005,0,0,200000,2014,1981,30,1,,11,good
1262477,Spring Hill,1001,1,2,995,1352,1980,50,2,2,9,good
1256177,Las Vegas,1003,2,3,353999,1658,2004,10,1,,29,good
1251383,Baton Rouge,1016,2,4,220000,2250,,10,1,,26,good
1238797,MONTGOMERY,1002,1,2,9000,764,1948,50,1,,0,bad
1232321,Rotterdam,1007,2,5,62400,2080,,30,1,3,19,good
1230809,Charlotte,1014,3,4,308000,2738,2016,10,1,2,25,good
1227798,Coachella,1008,2,4,294900,2142,2005,10,1,,23,good
1224382,Delaware,1018,2,2,129900,1120,1901,10,1,1,16,good
1223766,Corpus Christi,1005,3,4,224900,2210,2003,10,1,4,31,awesome
1223348,North Myrtle Beach,1031,3,3,303900,,2002,20,1,,38,awesome
1219662,Orchard Park,1007,3,4,539900,3278,2018,10,1,,15,good
1218441,MIROMAR LAKES,1001,4,3,1840000,2729,2018,10,1,3,15,good
1202623,Preston,1004,1,3,139900,2344,1927,10,1,2,20,good
1201556,Vista,1008,3,3,519000,2086,1987,10,1,4,25,good
1199259,Boynton Beach,1001,2,5,184900,1440,1961,10,1,,1,bad
1198559,Hampton,1036,1,2,50000,734,1986,90,1,,14,good
1196264,Rockwood,1035,1,2,65000,1148,1900,10,1,0,14,good
1177154,Lafayette,1010,2,3,120000,1360,2000,20,1,2,14,good
1163783,Henrico,1036,5,5,519950,4304,2007,10,1,,50,good
1163202,Goose Creek,1031,3,4,259000,2635,1993,10,1,2,0,bad
1159173,BIRMINGHAM,1002,1,3,49000,,1937,10,1,,1,bad
1157304,Goodyear,1015,3,3,324950,2207,1995,10,1,,0,bad
1145855,Allentown,1032,5,5,764900,5253,2004,10,1,,0,bad
1143517,Jamaica,1007,0,0,2050,0,,60,2,0,0,bad
1143076,Jonesboro,1005,3,2,1203331,1500,2006,100,1,2,0,bad
1131697,Yankton,1051,2,3,294900,,2018,10,1,1002,0,bad
1131084,River Edge,1032,3,3,3500,0,1990,70,2,1,0,bad
1128664,Elizabeth City,1032,5,6,559000,,2018,50,1,3,0,bad
1126669,Chesnee,1031,2,3,222500,,,10,1,2,1,bad
1125912,Kathleen,1013,4,5,355962,2895,2018,10,1,,0,bad
1122738,Douglas,1013,2,3,115000,2257,,10,1,,18,good
1119662,HALLSVILLE,1000,3,5,499900,3774,2018,10,1,,36,good
1119490,Pikeville,1035,2,1,144900,1356,2012,10,1,2,42,good
1118239,Vacaville,1008,3,3,459000,1933,2008,10,1,2,48,good
1116734,Aiken,1031,0,0,2500,7592,,50,2,,1,bad
1113266,Bayamón,1041,1,3,55000,848,1955,10,1,1,12,good
1112889,Smithville,1005,2,3,129900,1004,1951,10,1,,0,bad
1109697,Iron River,1033,2,2,114900,864,1950,10,1,,13,good
1109260,Warren,1032,4,3,3400,0,,10,1,,0,bad
1108100,Elmhurst,1007,3,3,899000,0,1935,90,1,1,0,bad
1106614,Groesbeck,1005,2,2,69900,1368,1933,10,1,0,0,bad
1103262,Trenton,1032,2,4,125000,,1892,10,1,,0,bad
1099407,Bethlehem,1026,3,4,324900,1720,1968,10,1,2,24,good
1097799,Lake Forest Park,1037,3,4,575000,1910,1963,10,1,,24,good
1097530,Miami Beach,1001,2,1,1600,792,1968,20,2,1,18,good
1097339,Cromwell,1010,3,4,239900,3024,1999,10,1,2,24,good
1097111,Loveland,1045,2,4,299000,1728,1971,10,1,,24,good
1096361,Tyler,1005,2,4,175000,2312,1950,10,1,2,24,good
1096239,Bloomingdale Boro,1032,2,4,269000,,1974,10,1,6,22,good
1092657,PARKERSBURG,1029,2,3,29900,2077,1900,50,1,,0,bad
1090579,Liberty Twp,1018,4,4,299900,3247,,10,1,2,24,good
1088733,Maricopa,1015,2,4,1095,1860,2006,10,2,,9,good
1088524,Chandler,1015,2,2,135000,920,1991,50,1,,22,good
1088150,Rogers,1009,3,4,248900,2174,2005,10,1,,27,good
1082685,Murrieta,1008,4,5,579999,3474,2013,10,1,2,64,good
1076859,Virginia Beach,1036,3,4,1850,2047,1987,10,2,,26,good
1076015,Nolensville,1035,5,4,609900,3850,2019,10,1,3,0,bad
1074452,New York,1007,5,4,16750000,8750,,10,1,,0,bad
1069147,Orlando,1001,2,2,29900,1430,1987,110,1,0,0,bad
1068861,Oceanside,1007,2,4,439000,0,1967,10,1,0,0,bad
1068395,Jamaica,1007,2,4,190000,1300,1925,10,1,0,0,bad
1068393,Bronx,1007,2,3,489000,1248,1940,10,1,0,0,bad
1067286,Denton,1005,1,3,159000,910,1978,10,1,1,0,bad
1066127,Colleyville,1005,6,4,5500,5393,2004,10,2,3,0,bad
1066126,Colleyville,1005,6,4,899000,5393,2004,10,1,3,0,bad
1049922,Williamstown,1012,0,0,624900,1348,,10,1,,0,bad
1048972,federal way,1037,2,3,317950,1340,1986,10,1,2,26,good
1048815,Acworth,1013,4,4,289000,3476,1995,10,1,,26,good
1036101,Grimes,1034,3,3,359500,1603,2018,10,1,,0,bad
1035410,Wausau,1033,0,0,299900,,,50,1,3,0,bad
1031635,Cheyenne,1030,3,4,257500,,2014,90,1,2,0,bad
1030684,Lancaster,1007,3,4,426000,2450,2018,10,1,,0,bad
1023817,Atlantic City,1032,1,0,750,264,,50,2,,1,bad
1023664,Florence,1002,2,4,55000,1648,1930,10,1,,1,bad
1018340,Plainfield,1032,0,0,499900,0,2018,10,1,,0,bad
1018323,Long Branch,1032,7,11,2999999,6100,1907,10,1,,0,bad
1017444,Joplin,1000,4,5,399900,6900,1980,10,1,6,1,bad
1017098,Fremont,1040,0,0,99999,,1922,50,1,,1,bad
1017021,Brooklyn,1007,1,2,560000,662,2017,20,1,0,1,bad
1017020,Brooklyn,1007,1,2,680000,834,2017,20,1,0,1,bad
1016812,Vero Beach,1001,2,3,82500,1368,2006,110,1,2,0,bad
1006073,Sanford,1014,0,0,202000,,,90,1,,1,bad
1005748,Klamath Falls,1044,1,2,120000,1091,1939,10,1,,1,bad
1004959,Independence,1000,3,4,306000,2851,,10,1,3,0,bad
1004764,Hon.,1043,0,0,999000,2403,1987,50,1,8,0,bad
1001661,Lagrange,1013,3,4,169900,2035,2006,10,1,,1,bad
1000207,LAKE LINDEN,1027,3,5,178000,2026,2007,50,1,,0,bad
1000110,San Francisco,1008,0,3,1395000,1667,1937,50,1,1,1,bad
993921,Ashland,1012,0,0,79900,,,10,1,,0,bad
993920,South Point,1018,0,0,149900,,,10,1,,0,bad
993233,North Sewickley Twp,1026,0,0,40000,,,10,1,,1,bad
992011,Valdosta,1013,6,6,275000,7800,1979,50,1,2,1,bad
991779,Rockwood,1035,1,3,40000,1036,1950,10,1,0,1,bad
991203,Greensboro,1014,3,4,260358,,2018,70,1,2,1,bad
990975,Pinedale,1030,1,3,160000,1020,1971,10,1,,10,good
990468,Donalsonville,1013,2,2,160000,1140,1971,10,1,3,1,bad
988779,Chase City,1036,1,3,39900,,1970,10,1,,1,bad
983301,Plant City,1001,1,1,775,725,1982,60,2,,1,bad
982351,Elkhorn,1040,0,5,519233,2936,2019,10,1,3,0,bad
982185,farrockaway,1007,0,3,2280,0,,50,2,0,0,bad
980113,Collinsville,1019,2,3,575000,1986,1974,10,1,1,0,bad
979884,Rindge,1042,3,3,329900,1840,2018,10,1,2,1,bad
979860,Derry,1042,3,3,524900,2911,,10,1,9,1,bad
977191,Patoka,1022,1,2,99000,1200,,10,1,4,1,bad
976289,LISLE,1022,2,2,80000,1100,1970,20,1,,1,bad
976097,Jackson,1032,1,2,113000,,1986,20,1,,0,bad
975909,Lakewood,1032,2,3,975000,,1975,10,1,,0,bad
975277,Jamaica,1007,1,3,649000,,1950,10,1,,1,bad
973708,PORT CHARLOTTE,1001,2,3,269900,1508,2019,10,1,3,1,bad
972861,LAKE MARY,1001,4,4,2050,2028,2006,70,2,2,28,good
971007,Jim Thorpe,1026,0,0,84900,,,50,1,,1,bad
970438,Petersburg,1036,1,3,94500,,1947,10,1,,1,bad
969912,Houston,1005,2,3,209000,1676,1965,10,1,,11,good
969519,Stockton,1008,0,0,358000,,,80,1,,1,bad
969210,Russellville,1012,2,3,169900,1505,2018,10,1,,1,bad
969161,BRAMPTON,1024,4,4,2450,,,90,2,,1,bad
969142,Charleston,1029,1,2,117500,1026,1970,50,1,,1,bad
968996,Oneida,1035,2,3,82500,1620,2001,110,1,4,1,bad
968766,Stella,1014,3,4,365000,2719,2018,10,1,,1,bad
965630,Las Vegas,1003,2,2,275000,1687,1994,10,1,,1,bad
964448,Richmond,1007,0,0,149900,4733,1900,50,1,,1,bad
964024,East Dublin,1013,1,3,17500,1404,1968,10,1,,1,bad
964023,East Dublin,1013,1,2,15000,750,1960,10,1,,1,bad
964022,East Dublin,1013,1,2,17500,750,1960,10,1,,1,bad
964021,East Dublin,1013,1,2,30000,864,1950,10,1,,1,bad
964020,East Dublin,1013,1,2,15000,940,1960,10,1,,1,bad
963522,Demorest,1013,3,3,216325,1855,2018,10,1,,1,bad
963023,CAPE CORAL,1001,2,3,238990,1864,2018,10,1,2,1,bad
963022,CAPE CORAL,1001,2,3,217990,1413,2018,10,1,2,1,bad
962959,Bonita Springs,1001,2,2,6500,1000,2003,20,1,1,1,bad
961879,Carthage,1014,2,3,115000,,1995,110,1,0,0,bad
961792,Fayetteville,1014,2,3,116000,,1983,10,1,1,0,bad
961664,TOA ALTA,1041,1,3,89900,922,1988,50,1,,0,bad
961618,BRAZIL,1010,2,3,67500,2270,1904,50,1,,0,bad
961057,Ankeny,1034,5,4,550000,3000,2019,10,1,,0,bad
960838,Dothan,1002,0,0,12500,99971,,50,2,,1,bad
959790,Cordova,1031,2,4,65000,1728,2001,50,1,,0,bad
959332,Charlotte,1014,2,2,249900,1494,1940,10,1,3,1,bad
958172,Shelby,1014,2,3,188000,,1960,10,1,,1,bad
957720,CULLMAN,1002,4,3,249900,1692,,90,1,3,1,bad
957454,Morris,1002,3,3,289900,,,10,1,,1,bad
941708,Yonkers,1007,3,6,599000,2640,1906,10,1,,11,good
934403,Whitehall,1027,3,3,280000,1600,2018,10,1,3,24,good
920633,Hesperia,1008,2,3,275000,1504,1985,10,1,6,1,bad
884442,Traverse City,1027,2,2,6500,1032,2006,20,1,1,8,bad
875887,Evansville,1010,1,2,99900,952,1952,10,1,2,17,good
841773,Osceola,1000,2,3,47900,1656,1910,10,1,1,11,good
834169,Flatonia,1005,2,3,199900,1134,2018,10,1,,0,bad
831235,Melbourne,1001,3,4,314900,1984,2006,10,1,,18,good
789938,Delray Beach,1001,6,4,565000,4310,2002,10,1,2,30,good
776574,Suffolk,1036,3,5,369900,3500,2004,10,1,,30,good
768970,Clarksville,1035,4,0,599000,8030,1983,50,1,,0,bad
767240,Murfreesboro,1035,3,3,319900,1976,2018,10,1,2,0,bad
766701,Hendersonville,1035,1,4,180000,1264,1961,10,1,,0,bad
765840,Chapel Hill,1035,3,4,343783,3000,2018,10,1,2,0,bad
765740,Nashville,1035,2,0,195000,900,1962,30,1,1,0,bad
765366,Greenbrier,1035,1,3,159900,1316,1960,10,1,1,0,bad
764784,New York,1007,3,3,1995000,1481,1989,60,1,,11,good
762426,Detroit,1027,2,2,25000,975,1938,10,1,,1,bad
760620,Southfield,1027,3,3,240000,2200,1958,10,1,,1,bad
751321,Barnes,1033,2,3,430000,2816,2008,10,1,,14,good
749798,Waupaca,1033,1,3,102000,1080,1923,10,1,,16,good
749790,Oshkosh,1033,1,2,50000,894,1875,10,1,,16,good
748045,Brussels,1033,1,2,144900,960,1968,10,1,,14,good
747618,Green Bay,1033,2,0,81900,1918,1925,30,1,,14,good
747240,Neenah,1033,3,3,279900,2223,2004,10,1,,14,good
742351,Ingleside,1005,2,3,144900,1272,2001,90,1,2,14,good
738134,Lake Ariel,1026,6,4,975000,4865,2008,10,1,,19,good
735009,"Hoboken,",1032,1,1,485000,0,,10,1,,0,bad
734975,Marlboro,1032,4,4,583250,3000,1979,10,1,,0,bad
734872,Millstone,1032,5,5,1799000,0,1930,10,1,,0,bad
730776,Jim Thorpe,1026,0,0,79000,1575,1881,30,1,,1,bad
716034,Peoria,1022,1,2,5900,1241,1920,10,1,,1,bad
710538,Oneonta,1007,2,3,97000,1301,1920,10,1,1,18,good
708314,Seminole,1019,2,3,259900,2576,1977,10,1,,1,bad
705627,Oklahoma City,1019,1,2,75900,1037,1984,30,1,,1,bad
705626,Crescent,1019,1,2,59900,800,1940,10,1,,1,bad
701572,Omaha,1040,4,4,419000,3318,2018,10,1,3,0,bad
701275,Yutan,1040,2,3,332000,1596,2018,10,1,3,1,bad
700870,Omaha,1040,3,5,306345,2573,2019,10,1,3,0,bad
694530,Staten Island,1007,0,0,550000,0,1899,30,1,0,0,bad
692289,Albany,1007,0,0,2000,2112,,90,1,0,0,bad
692082,Staten Island,1007,1,3,145000000,1400,1930,10,1,0,0,bad
690197,Ilion NY,1007,2,4,169900,0,1986,10,1,2,0,bad
690195,Frankfort NY,1007,2,3,84900,1648,1890,10,1,0,0,bad
689635,Mount Vernon,1007,3,6,240000,0,,10,1,0,0,bad
689463,Central Islip,1007,2,4,230000,0,1950,10,1,0,0,bad
689427,Brentwood,1007,3,7,310000,3162,2006,10,1,0,0,bad
687689,Winnfield,1016,2,3,140000,2300,1920,10,1,3,20,good
687271,Shreveport,1016,1,3,7500,1692,1955,10,1,1,1,bad
681851,Troup,1005,2,3,357500,2708,2007,10,1,2,0,bad
674417,Lewisville,1005,2,3,240000,1667,1975,10,1,2,20,good
672941,Gun Barrel City,1005,4,4,275000,2632,2012,10,1,2,29,good
669927,Plano,1005,5,5,975000,4957,1999,10,1,3,1,bad
660466,Rowlett,1005,2,3,850000,1886,1963,10,1,4,0,bad
656332,North Richland Hills,1005,3,3,345900,1856,2018,70,1,2,0,bad
652270,Tulsa,1019,4,5,285000,4009,1998,10,1,2,11,good
651530,Claremore,1019,2,3,82800,1104,1999,10,1,1,0,bad
651345,Cookson,1019,2,3,186000,1500,2016,10,1,2,0,bad
649697,Tulsa,1019,5,6,295000,5897,1958,10,1,4,0,bad
647715,Metairie,1016,0,0,4880,11712,2019,50,1,,1,bad
647644,St Bernard,1016,0,0,305,,1984,50,1,,1,bad
647640,St Bernard,1016,0,0,305,,1984,50,1,,1,bad
647635,St Bernard,1016,0,0,305,,1984,50,1,,1,bad
647629,St Bernard,1016,0,0,305,,1984,50,1,,1,bad
647622,St Bernard,1016,0,0,305,,1984,50,1,,1,bad
647620,St Bernard,1016,0,0,305,,1984,50,1,,1,bad
647605,St Bernard,1016,0,0,305,,1984,50,1,,1,bad
647602,St Bernard,1016,0,0,305,,1984,50,1,,1,bad
638209,Arlington,1017,2,3,149000,1656,1850,10,1,,21,good
637373,Newport City,1017,1,3,235000,864,1965,10,1,,15,good
629849,Mission,1005,4,4,285,2366,1991,50,1,,1,bad
625119,Parma,1018,2,4,124900,1388,1930,10,1,2,34,good
613690,Canton,1018,2,4,82500,1620,1927,30,1,2,11,good
603259,Oxford,1020,3,3,164500,1340,2004,20,1,,18,good
574673,Menifee,1008,2,3,350000,1243,2009,10,1,2,16,good
571235,Hiram,1021,1,2,189000,1618,2004,10,1,,22,good
546008,CHICAGO,1022,0,0,120000,,1907,30,1,,1,bad
539611,CHICAGO,1022,2,3,650000,2000,1899,20,1,1,20,good
537403,FOX LAKE,1022,1,2,69900,750,1970,20,1,2,19,good
533960,Bradley Beach,1032,5,2,675000,,,50,1,,0,bad
531822,Toms River,1032,2,3,439000,2100,1958,10,1,,30,good
529071,Jackson,1032,2,3,149900,1326,1988,70,1,,0,bad
524824,Shrewsbury,1039,3,4,599500,2400,2018,10,1,4,21,good
519451,East Hills,1007,4,5,1399000,3700,1948,10,1,,20,good
510949,Massapequa,1007,3,5,1129000,,2014,10,1,,20,good
492455,Camby,1010,4,5,209900,3200,2016,10,1,,21,good
478138,ST PETERSBURG,1001,1,2,159900,882,1954,10,1,1,16,good
462581,Milwaukee,1033,1,3,89900,1056,1936,10,1,2,15,good
460005,Mukwonago,1033,2,4,775000,1844,1982,10,1,1,25,good
458894,North Brunswick,1032,3,4,469000,,1987,10,1,2,25,good
456097,McCall,1006,2,3,2500,1330,1981,40,1,1,8,bad
450003,St Robert,1000,3,3,75000,1476,2000,10,1,2,10,good
448890,St Clair,1000,2,3,136000,1056,1995,10,1,1,24,good
448747,Arnold,1000,2,3,215900,1300,,10,1,2,0,bad
444074,Vandalia,1000,3,3,84900,1972,1968,10,1,9,24,good
442533,Ofallon,1000,2,3,133000,1000,1958,10,1,1,10,good
438782,Waynesboro,1035,1,3,68000,,1934,10,1,0,1,bad
437718,Deatsville,1002,2,3,199900,1600,2018,10,1,,0,bad
431540,Victoria,1036,3,3,389800,,2009,10,1,,0,bad
431537,South Hill,1036,3,4,259000,,1985,10,1,,0,bad
416299,Lawton,1019,1,3,7500,,,10,1,,1,bad
411363,Rincon,1038,2,2,85000,1078,1988,10,1,0,0,bad
411351,Santa Teresa,1038,3,4,219950,1807,2018,10,1,2,0,bad
408372,LONGVIEW,1005,4,4,390000,3033,1993,10,1,2,25,good
406210,Yakima,1037,2,3,199000,1399,2003,50,1,,18,good
404828,Snohomish,1037,3,4,725000,2775,1995,90,1,3,21,good
400754,Jersey City,1032,4,5,949001,0,,90,1,,0,bad
391525,Houston,1005,1,3,399000,1088,1930,10,1,,0,bad
385738,Edinburg,1005,2,2,45000,1089,1973,20,1,,10,good
376026,Kodak,1035,3,3,250000,2914,1983,10,1,2,40,good
375126,Knoxville,1035,3,5,448492,3362,2017,10,1,2,0,bad
374706,Jamestown,1035,2,3,197400,1572,2013,10,1,2,28,good
374031,Tazewell,1035,1,2,80000,960,1974,10,1,,0,bad
372558,Clinton,1035,3,3,200000,2464,1994,10,1,2,28,good
370171,Jacksonville,1014,2,3,160000,1372,2011,10,1,,28,good
370099,Jacksonville,1014,3,4,219900,2021,2013,10,1,,28,good
364847,McCall,1006,3,2,1200,980,1991,20,1,1,8,bad
364842,McCall,1006,3,2,2500,980,1991,20,1,1,8,bad
363967,Twin Falls,1006,4,4,599000,5533,1999,10,1,6,18,good
361002,Idyllwild,1008,3,4,329700,1762,1974,10,1,,29,good
360814,HotSprings,1009,4,3,439500,2308,2006,10,1,2,18,good
360271,HotSprings,1009,2,3,149900,1692,1978,10,1,2,20,good
360085,BROADWAY,1036,2,3,269900,1533,2018,10,1,2,20,good
359050,Lee's Summit,1000,4,4,229000,2382,2000,10,1,2,29,good
358112,Leavenworth,1011,0,0,220000,,2006,30,1,2,0,bad
358093,Basehor,1011,3,3,210000,1623,2018,70,1,2,0,bad
358091,Basehor,1011,3,3,210000,1623,2018,70,1,2,0,bad
358090,Basehor,1011,3,3,210000,1623,2018,70,1,2,0,bad
355946,Basehor,1011,4,4,295000,,2018,10,1,3,0,bad
333042,City Of Orange Twp.,1032,2,6,60000,,1928,50,1,2,1,bad
331155,Newark City,1032,2,5,150000,,1923,50,1,4,1,bad
328621,Passaic City,1032,2,2,120000,,1920,10,1,,1,bad
325505,Gatlinburg,1035,3,3,369900,2360,1990,10,1,2,20,good
